-0.495625	-0.49733	0.499168
-0.355958	-0.318715	0.493223
-0.499737	-0.323693	-0.327416
-0.328237	0.499199	-0.324799
-0.187634	-0.481233	-0.498317
0.0105449	-0.341034	-0.489432
-0.164666	-0.322992	-0.343784
-0.00922642	0.491291	-0.325484
0.158695	0.496519	-0.496965
0.338241	-0.344296	0.491745
0.189848	-0.314133	-0.331528
0.331771	-0.491425	-0.325251
0.486844	-0.160553	-0.497436
-0.332132	-0.00619166	0.497947
-0.488001	0.00462659	-0.332979
-0.326525	-0.148104	-0.323721
-0.157467	-0.166311	-0.499009
0.0106795	-0.00699328	-0.494438
-0.166003	0.0173564	-0.332248
0.0138037	-0.166753	-0.33119
0.167985	-0.160535	0.499002
0.337534	0.00746484	0.494583
0.167488	0.00748785	-0.339275
0.339302	-0.152462	-0.330181
-0.497807	0.176372	-0.497677
-0.336556	0.337196	-0.499775
-0.492868	0.323333	-0.34334
-0.339998	0.168796	-0.33574
-0.163091	0.149472	0.479292
-0.0218306	0.357541	0.492188
-0.173248	0.339179	-0.341813
-0.0208727	0.180048	-0.352184
0.1622	0.172322	-0.487529
0.322406	0.331531	-0.48971
0.163538	0.337759	-0.323648
0.345865	0.165162	-0.329572
-0.499703	0.496479	-0.180098
-0.324733	-0.32126	-0.160464
-0.497775	-0.330986	-0.00889774
-0.336138	0.494099	-0.00642315
-0.160021	-0.491896	-0.173249
0.0182465	-0.337502	-0.179319
-0.163396	-0.346526	0.00287503
0.0124777	-0.489805	0.00116992
0.153819	-0.499616	-0.178521
0.325209	-0.314773	-0.159472
0.162928	-0.329143	-0.0128584
0.339213	-0.496746	-0.0133401
-0.482352	-0.156779	-0.163875
-0.324345	0.0146526	-0.154667
0.496162	0.0039119	-0.00247294
-0.319004	-0.148214	0.000676392
-0.155137	-0.165904	-0.161573
-0.00375423	-0.00317805	-0.174847
-0.153962	0.00316915	0.00687198
-0.00117929	-0.180334	0.00771584
0.163968	-0.149836	-0.168544
0.338095	0.0078895	-0.165163
0.158406	-0.00960077	-0.0055123
0.328636	-0.161332	0.00135783
-0.492198	0.186604	-0.159931
-0.317338	0.334868	-0.168546
0.497251	0.337932	-0.0115769
-0.32795	0.162917	0.0208754
-0.171603	0.176422	-0.180356
-0.00172657	0.32937	-0.161594
-0.179453	0.33522	0.00206906
0.0137911	0.156139	-0.0110453
0.170605	0.162395	-0.174634
0.327567	0.333025	-0.181582
0.153023	0.330993	-0.003189
0.317288	0.167917	0.00704682
0.488487	0.497817	0.169775
-0.327561	-0.353596	0.173146
0.497875	-0.343838	0.320487
-0.342932	0.490207	0.325704
-0.164976	0.485991	0.161955
-0.0133901	-0.338812	0.175502
-0.16245	-0.340594	0.349862
-0.00673919	0.494996	0.332111
0.175762	0.496518	0.167842
0.316196	-0.323955	0.156162
0.155889	-0.348439	0.343241
0.328324	0.493414	0.336046
-0.485842	-0.167124	0.154323
-0.34253	0.00256149	0.185241
-0.495397	0.0022096	0.347845
-0.335616	-0.174485	0.32249
-0.17204	-0.177859	0.1622
-0.00571641	0.0015466	0.163786
-0.146093	-0.0147946	0.328293
-0.000134651	-0.183746	0.325755
0.158288	-0.172348	0.175559
0.35155	-0.0120461	0.177559
0.170847	-0.0123921	0.322911
0.334618	-0.175448	0.334461
0.490267	0.167194	0.171484
-0.339823	0.32659	0.179953
0.493677	0.328197	0.336172
-0.329046	0.171434	0.342298
-0.162788	0.167343	0.164139
0.00899308	0.319633	0.170084
-0.169838	0.334783	0.333577
0.0022986	0.14638	0.334192
0.156463	0.14803	0.178385
0.339088	0.326779	0.177
0.157121	0.322036	0.339579
0.322992	0.155347	0.329268
