1.93689	-5.34287
1.51342	-5.4832
0.902941	-5.59619
1.13212	-5.50523
1.23947	-5.45594
1.56592	-5.42073
1.92411	-5.37488
1.55594	-5.44497
1.33093	-5.50213
1.65192	-5.39754
1.42173	-5.49528
1.40269	-5.4111
1.27231	-5.51863
2.3448	-5.24863
1.35302	-5.44758
1.71271	-5.3871
1.27173	-5.48507
2.20716	-5.33079
1.29119	-5.46898
0.751045	-5.59179
1.374	-5.4627
1.11594	-5.51873
1.3371	-5.47068
1.61955	-5.41643
0.990972	-5.55561
1.86525	-5.40213
1.47962	-5.45617
0.750034	-5.61547
1.07062	-5.53017
1.45648	-5.41
1.23132	-5.48766
1.59332	-5.47529
0.933852	-5.51657
1.85797	-5.40152
1.29443	-5.53563
1.49928	-5.48473
1.26999	-5.44401
0.177065	-5.71439
1.40047	-5.48003
1.28024	-5.4822
1.77991	-5.41109
1.44204	-5.46865
0.958508	-5.53833
1.49884	-5.41407
1.88004	-5.43193
1.90746	-5.37409
0.759078	-5.59404
1.51696	-5.4593
1.54742	-5.42989
0.930656	-5.56549
1.15281	-5.51894
1.39981	-5.43709
2.21647	-5.32503
1.33993	-5.46114
1.68055	-5.4323
1.09587	-5.53893
1.31998	-5.49665
1.22579	-5.51748
1.23313	-5.4823
1.56031	-5.47302
1.57096	-5.46169
0.68149	-5.57626
1.50599	-5.43012
1.28826	-5.49533
0.943939	-5.56949
0.846947	-5.63134
1.60249	-5.40021
1.0398	-5.51639
1.11402	-5.52629
1.12214	-5.49342
0.858902	-5.62503
1.82895	-5.36214
1.55258	-5.39672
0.842365	-5.57619
1.54	-5.41066
1.6157	-5.40922
1.5564	-5.42546
0.67213	-5.60593
0.997064	-5.57602
1.66709	-5.49167
0.836528	-5.53164
1.43269	-5.45754
0.772816	-5.60933
1.29346	-5.47151
2.28395	-5.30289
2.38476	-5.18834
1.10222	-5.51542
1.47351	-5.42814
1.42151	-5.46336
1.27273	-5.45145
1.69785	-5.40857
1.27281	-5.46761
1.34124	-5.48102
1.91267	-5.39884
1.74722	-5.41842
1.66942	-5.36913
0.932063	-5.52406
1.43718	-5.43948
1.98357	-5.36203
2.33682	-5.27693
